time,action,price,quantity,direction,pnl,fee_cost,gross_pnl,unrealized_pnl,total_equity
2025-07-17 21:35:00,BUY,720.51,0.013879057889550458,LONG,0.0,0.0,0.0,0.0,990.0
2025-07-18 13:05:00,SELL,758.69,0.013879057889550458,LONG,0.5299024302230374,0.0,0.5299024302230374,0.0,1000.529902430223
2025-07-18 14:31:00,BUY,744.75,0.01342732460557234,LONG,0.0,0.0,0.0,0.0,990.529902430223
2025-07-18 15:43:00,SELL,734.31,0.01342732460557234,LONG,-0.14018126888217597,0.0,-0.14018126888217597,0.0,1000.3897211613408
2025-07-18 20:01:00,BUY,729.84,0.013701633234681574,LONG,0.0,0.0,0.0,0.0,990.3897211613408
2025-07-19 01:17:00,BUY,720.35,0.013882140626084541,LONG,0.0,0.0,0.0,-0.13002849939712827,980.2596926619437
2025-07-20 21:33:00,SELL,753.53,0.013701633234681574,LONG,0.3245916913296057,0.0,0.3245916913296057,0.46060942597348437,991.174922278644
2025-07-20 22:07:00,BUY,757.28,0.013205155292626242,LONG,0.0,0.0,0.0,0.5126674533213014,981.2269803059918
2025-07-20 22:13:00,BUY,751.53,0.013306188708368263,LONG,0.0,0.0,0.0,0.3569155017887144,971.0712283544592
2025-07-20 22:19:00,SELL,749.35,0.013882140626084541,LONG,0.4025820781564517,0.0,0.4025820781564517,-0.13372437285476757,980.9831705579721
2025-07-20 22:25:00,SELL,755.76,0.013205155292626242,LONG,-0.02007183604479165,0.0,-0.02007183604479165,0.056285178236398,991.1531082730186
2025-07-21 00:53:00,SELL,754.06,0.013306188708368263,LONG,0.03366465743217134,0.0,0.03366465743217134,0.0,1001.1304877522143
2025-07-21 13:05:00,BUY,768.52,0.013012023109353043,LONG,0.0,0.0,0.0,0.0,991.1304877522143
2025-07-21 16:25:00,SELL,765.33,0.013012023109353043,LONG,-0.04150835371883544,0.0,-0.04150835371883544,0.0,1001.0889793984954
2025-07-22 01:17:00,BUY,754.26,0.013258027735794023,LONG,0.0,0.0,0.0,0.0,991.0889793984954
2025-07-22 01:19:00,SELL,757.77,0.013258027735794023,LONG,0.0465356773526369,0.0,0.0465356773526369,0.0,1001.135515075848
2025-07-23 13:19:00,BUY,785.5,0.012730744748567792,LONG,0.0,0.0,0.0,0.0,991.135515075848
2025-07-23 13:27:00,SELL,791.22,0.012730744748567792,LONG,0.07281985996180812,0.0,0.07281985996180812,0.0,1001.2083349358098
2025-07-23 13:39:00,BUY,783.61,0.012761450211202001,LONG,0.0,0.0,0.0,0.0,991.2083349358098
2025-07-23 13:49:00,BUY,777.07,0.01286885351384045,LONG,0.0,0.0,0.0,-0.08345988438126062,981.1248750514286
2025-07-23 13:51:00,SELL,781.0,0.012761450211202001,LONG,-0.0333073850512374,0.0,-0.0333073850512374,0.050574594309392325,991.225602145068
2025-07-23 14:01:00,SELL,784.72,0.01286885351384045,LONG,0.09844672938087916,0.0,0.09844672938087916,0.0,1001.2734742801395
2025-07-23 15:13:00,BUY,780.44,0.012813284813694838,LONG,0.0,0.0,0.0,0.0,991.2734742801395
2025-07-23 16:33:00,BUY,772.01,0.01295320008808176,LONG,0.0,0.0,0.0,-0.1080159909794483,981.16545828916
2025-07-23 17:01:00,SELL,768.5,0.012813284813694838,LONG,-0.15299062067551708,0.0,-0.15299062067551708,-0.04546573230916686,991.0750179271548
2025-07-23 17:23:00,SELL,766.75,0.01295320008808176,LONG,-0.06813383246330994,0.0,-0.06813383246330994,0.0,1001.0523498270006
2025-07-23 17:27:00,BUY,765.19,0.013068649616435132,LONG,0.0,0.0,0.0,0.0,991.0523498270006
2025-07-23 17:33:00,SELL,769.45,0.013068649616435132,LONG,0.055672447366013546,0.0,0.055672447366013546,0.0,1001.1080222743666
2025-07-23 20:37:00,BUY,759.38,0.013168637572756723,LONG,0.0,0.0,0.0,0.0,991.1080222743666
2025-07-23 20:39:00,BUY,757.4,0.013203063110641669,LONG,0.0,0.0,0.0,-0.02607390239405855,981.0819483719725
2025-07-23 21:19:00,BUY,758.42,0.013185306294665225,LONG,0.0,0.0,0.0,0.0008252323030073297,971.1088475066696
2025-07-23 21:39:00,SELL,763.4,0.013168637572756723,LONG,0.05293792304248179,0.0,0.05293792304248179,0.14488120401128307,981.3058414014204
2025-07-23 22:25:00,BUY,771.6,0.012960082944530845,LONG,0.0,0.0,0.0,0.36126583313480076,971.5222260305438
2025-07-24 09:49:00,BUY,763.61,0.013095690208352431,LONG,0.0,0.0,0.0,0.0468716988595969,961.2078318962687
2025-07-24 11:51:00,SELL,772.74,0.013203063110641669,LONG,0.20253498811724363,0.0,0.20253498811724363,0.3231517322986293,971.6866469178249
2025-07-24 16:39:00,SELL,773.05,0.013185306294665225,LONG,0.1929010310909522,0.0,0.1929010310909522,0.14241543583641503,981.6988116524536
2025-07-25 01:23:00,BUY,764.24,0.013084894797445828,LONG,0.0,0.0,0.0,-0.08713592564048522,971.4692602909768
2025-07-25 02:49:00,SELL,761.97,0.012960082944530845,LONG,-0.12480559875583198,0.0,-0.12480559875583198,-0.0511796431318996,981.3804109747294
2025-07-25 12:03:00,SELL,776.05,0.013095690208352431,LONG,0.16291038619190346,0.0,0.16291038619190346,0.15453260755783452,991.7490336116111
2025-07-25 13:37:00,BUY,772.69,0.01294180072215248,LONG,0.0,0.0,0.0,0.11056736103841784,981.7050683650917
2025-07-27 15:49:00,SELL,804.82,0.013084894797445828,LONG,0.5309850308803522,0.0,0.5309850308803522,0.4158200572027591,992.5413060921364
2025-07-27 16:21:00,SELL,824.61,0.01294180072215248,LONG,0.6719382934941562,0.0,0.6719382934941562,0.0,1002.7974243284278
2025-07-28 12:55:00,BUY,852.01,0.011736951444231876,LONG,0.0,0.0,0.0,0.0,992.7974243284278
2025-07-28 13:35:00,SELL,845.61,0.011736951444231876,LONG,-0.07511648924308374,0.0,-0.07511648924308374,0.0,1002.7223078391847
2025-07-28 14:25:00,BUY,835.97,0.011962151751857124,LONG,0.0,0.0,0.0,0.0,992.7223078391847
2025-07-28 23:25:00,BUY,821.56,0.012171965528993623,LONG,0.0,0.0,0.0,-0.17237460674426214,982.5499332324405
2025-07-29 07:45:00,SELL,830.4,0.011962151751857124,LONG,-0.06662918525784478,0.0,-0.06662918525784478,0.10760017527630401,992.7632788292032
2025-07-29 21:57:00,SELL,809.88,0.012171965528993623,LONG,-0.14216855737864492,0.0,-0.14216855737864492,0.0,1002.5135100965482
2025-07-30 12:01:00,BUY,783.79,0.012758519501397059,LONG,0.0,0.0,0.0,0.0,992.5135100965482
2025-07-30 12:15:00,BUY,780.23,0.012816733527293234,LONG,0.0,0.0,0.0,-0.04542032942497283,982.4680897671233
2025-07-30 18:01:00,BUY,790.32,0.01265310254074299,LONG,0.0,0.0,0.0,0.21263397363451303,972.7261440701827
2025-07-30 19:05:00,BUY,769.96,0.012987687672086861,LONG,0.0,0.0,0.0,-0.5656953457591491,961.947814750789
2025-07-30 19:13:00,SELL,774.01,0.012758519501397059,LONG,-0.12477832072366289,0.0,-0.12477832072366289,-0.23349204990733197,972.1552397259172
2025-07-31 10:01:00,BUY,811.88,0.012317091195743214,LONG,0.0,0.0,0.0,1.2228943741311293,963.6116261499557
2025-07-31 13:43:00,BUY,794.28,0.012590018633227578,LONG,0.0,0.0,0.0,0.32926115125988137,952.7179929270844
2025-07-31 23:41:00,BUY,782.46,0.012780206016920993,LONG,0.0,0.0,0.0,-0.41970881752680417,941.9690229582977
